Impor + presente	Impor	presente	imponho	impões	impõe	impõmos	impõem	/ĩˈpɔɲu/	/ĩˈpɔɨʃ/	/ĩˈpɔɨ/	/ĩˈpɔmuʃ/	/ĩˈpɔɐ̃j̃/
Dispor + presente	Dispor	presente	disponho	dispões	dispõe	dispõmos	dispõem	/diˈʃpɔɲu/	/diˈʃpɔɨʃ/	/diˈʃpɔɨ/	/diˈʃpɔmuʃ/	/diˈʃpɔɐ̃j̃/
Propor + presente	Propor	presente	proponho	propões	propõe	propõmos	propõem	/pɾuˈpɔɲu/	/pɾuˈpɔɨʃ/	/pɾuˈpɔɨ/	/pɾuˈpɔmuʃ/	/pɾuˈpɔɐ̃j̃/
Reter + presente	Reter	presente	retenho	reténs	retém	retenhamos	retêm	/ʁɨˈtɐɲu/	/ʁɨˈtɛnʃ/	/ʁɨˈtɛm/	/ʁɨtɨˈɲɐmuʃ/	/ʁɨˈtɛm/
Deter + presente	Deter	presente	detenho	deténs	detém	detenhamos	detêm	/dɨˈtɐɲu/	/dɨˈtɛnʃ/	/dɨˈtɛm/	/dɨtɨˈɲɐmuʃ/	/dɨˈtɛm/
Manter + presente	Manter	presente	mantenho	manténs	mantém	mantemos	mantêm	/mɐ̃ˈtɐɲu/	/mɐ̃ˈtɛnʃ/	/mɐ̃ˈtɛm/	/mɐ̃ˈtemuʃ/	/mɐ̃ˈtɛm/
Refazer + presente	Refazer	presente	refaço	refazes	refaz	refazemos	refazem	/ʁɨˈfaku/	/ʁɨˈfazɨʃ/	/ʁɨˈfaʃ/	/ʁɨfɐˈzemuʃ/	/ʁɨˈfazɐ̃j̃/
Desfazer + presente	Desfazer	presente	desfaço	desfazes	desfaz	desfazemos	desfazem	/dɨˈʃfaku/	/dɨˈʃfazɨʃ/	/dɨˈʃfaʃ/	/dɨʃfɐˈzemuʃ/	/dɨˈʃfazɐ̃j̃/
Satisfazer + presente	Satisfazer	presente	satisfaço	satisfazes	satisfaz	satisfazemos	satisfazem	/sɐtiˈʃfaku/	/sɐtiˈʃfazɨʃ/	/sɐtiˈʃfaʃ/	/sɐtiʃfɐˈzemuʃ/	/sɐtiˈʃfazɐ̃j̃/
Impor + presente	Impor	presente	imponho	impões	impõe	impõmos	impõem	/ĩˈpɔɲu/	/ĩˈpɔɨʃ/	/ĩˈpɔɨ/	/ĩˈpɔmuʃ/	/ĩˈpɔɐ̃j̃/
